3.710000000000000000e+02 4.153666666666666618e-01 2.010829016434102084e-02
3.720000000000000000e+02 4.136333333333332973e-01 5.473722073080924955e-02
3.730000000000000000e+02 3.875000000000000111e-01 2.310930548502053081e-02
3.740000000000000000e+02 4.319000000000000061e-01 5.913408492570084579e-02
3.750000000000000000e+02 4.689333333333333687e-01 8.114926575966865951e-02
3.760000000000000000e+02 5.552000000000000268e-01 1.385784976105601876e-02
3.770000000000000000e+02 5.623333333333333517e-01 3.749191023852124771e-02
3.780000000000000000e+02 7.274666666666668169e-01 7.761909129417410291e-02
3.790000000000000000e+02 7.500666666666666593e-01 9.188015745161369485e-02
3.800000000000000000e+02 8.715666666666667117e-01 1.799231595246519322e-01
3.810000000000000000e+02 1.056100000000000039e+00 2.465750798438479940e-01
