2.720000000000000000e+02 1.159399999999999986e+00 1.182200913550653099e-01
2.730000000000000000e+02 1.018299999999999983e+00 7.797332877336972390e-02
2.740000000000000000e+02 9.429666666666666197e-01 7.240278539761674237e-02
2.750000000000000000e+02 7.541333333333333222e-01 3.560018726542507617e-02
2.760000000000000000e+02 6.667333333333331780e-01 3.112721210345270953e-02
2.770000000000000000e+02 5.113666666666666361e-01 2.732934930314539004e-02
2.780000000000000000e+02 4.410333333333333328e-01 2.064590354848471962e-02
2.790000000000000000e+02 3.299333333333333562e-01 2.124907841138841749e-02
2.800000000000000000e+02 3.786333333333333218e-01 1.424230786541749727e-02
2.810000000000000000e+02 3.852999999999999758e-01 5.423983775786944683e-02
2.820000000000000000e+02 2.882666666666666710e-01 1.803394946575300958e-02
2.830000000000000000e+02 3.225000000000000089e-01 3.687329657082479006e-02
2.840000000000000000e+02 2.543000000000000260e-01 4.561216942878291991e-02
2.850000000000000000e+02 2.855000000000000315e-01 3.632533551118282550e-02
2.860000000000000000e+02 2.295000000000000095e-01 3.184917581351202204e-02
2.870000000000000000e+02 2.809333333333333127e-01 2.582272900631016332e-02
2.880000000000000000e+02 2.520333333333333314e-01 2.609699855028033491e-02
2.890000000000000000e+02 2.883666666666666600e-01 2.364663471476086132e-02
2.900000000000000000e+02 3.200666666666666660e-01 2.040351276945551184e-02
2.910000000000000000e+02 2.645666666666666722e-01 2.450598566337075165e-02
2.920000000000000000e+02 2.585000000000000075e-01 2.831324778261936140e-02
2.930000000000000000e+02 2.508333333333333526e-01 3.305167670986348255e-02
2.940000000000000000e+02 2.297666666666666746e-01 3.928693591174212130e-02
2.950000000000000000e+02 2.538333333333333552e-01 3.841904909460062967e-02
2.960000000000000000e+02 2.635333333333333417e-01 6.250250661640166516e-02
2.970000000000000000e+02 2.465333333333333543e-01 3.339241430824271828e-02
2.980000000000000000e+02 2.446666666666666712e-01 3.697922840370432979e-02
2.990000000000000000e+02 2.341333333333333322e-01 7.202460227820307870e-02
3.000000000000000000e+02 2.126333333333333409e-01 6.349522291742375202e-02
3.010000000000000000e+02 2.609666666666666246e-01 1.274088432304968932e-01
3.020000000000000000e+02 2.414666666666666350e-01 6.950693011012162859e-02
3.030000000000000000e+02 2.209333333333333427e-01 4.155783119140523535e-02
3.040000000000000000e+02 2.155333333333333545e-01 3.291873833143266204e-02
3.050000000000000000e+02 1.873333333333333517e-01 1.459360590578399723e-02
3.060000000000000000e+02 1.798333333333333173e-01 1.315611391457725994e-02
3.070000000000000000e+02 1.789333333333333054e-01 1.769783414244051681e-02
3.080000000000000000e+02 1.620999999999999941e-01 8.623804264940157158e-03
3.090000000000000000e+02 1.475333333333333219e-01 1.582224172907661930e-02
3.100000000000000000e+02 1.661666666666666847e-01 4.329357150124408388e-03
3.110000000000000000e+02 1.771666666666666667e-01 2.147238536663622147e-02
3.120000000000000000e+02 1.682333333333333181e-01 6.560741827974436551e-03
3.130000000000000000e+02 1.812000000000000277e-01 6.735725647619573986e-03
3.140000000000000000e+02 1.897999999999999965e-01 1.055130323704138104e-02
3.150000000000000000e+02 2.104999999999999927e-01 9.103296106356208867e-03
3.160000000000000000e+02 1.992666666666666753e-01 8.863595959503874078e-03
3.170000000000000000e+02 2.525999999999999912e-01 2.600000000000000921e-02
3.180000000000000000e+02 2.236666666666666803e-01 2.215543575137563295e-02
3.190000000000000000e+02 2.036999999999999922e-01 2.053582235996406768e-02
3.200000000000000000e+02 2.064000000000000001e-01 1.764171193507025129e-02
3.210000000000000000e+02 2.058999999999999997e-01 3.097628124872319963e-02
3.220000000000000000e+02 1.955666666666666664e-01 2.500026666524445343e-02
3.230000000000000000e+02 1.652666666666666451e-01 2.281432298652171994e-02
3.240000000000000000e+02 1.681666666666666587e-01 3.932865791421483875e-02
3.250000000000000000e+02 2.105000000000000204e-01 3.237421813727708181e-02
3.260000000000000000e+02 2.015666666666666718e-01 4.287893810874206929e-02
3.270000000000000000e+02 2.562666666666666426e-01 6.124102655355586483e-02
3.280000000000000000e+02 3.088333333333333486e-01 4.956140971898733566e-02
3.290000000000000000e+02 3.138666666666666827e-01 3.237040829729111863e-02
3.300000000000000000e+02 4.094666666666666455e-01 5.935084947440374958e-02
3.310000000000000000e+02 5.317333333333333911e-01 6.440592622836294190e-02
3.320000000000000000e+02 4.338333333333332931e-01 6.375628073635830617e-02
3.330000000000000000e+02 3.596666666666667456e-01 1.249813319393475522e-02
3.340000000000000000e+02 3.233666666666666911e-01 1.860815233528932688e-02
3.350000000000000000e+02 3.027000000000000246e-01 1.320946630261799273e-02
3.360000000000000000e+02 3.351333333333333386e-01 3.149481438798033134e-02
3.370000000000000000e+02 3.307666666666666533e-01 1.253300176866393445e-01
3.380000000000000000e+02 4.232000000000000206e-01 1.873044847300779081e-01
3.390000000000000000e+02 3.127000000000000335e-01 5.553224288645293438e-02
3.400000000000000000e+02 3.509666666666666490e-01 3.938963484640767287e-02
3.410000000000000000e+02 2.801000000000000156e-01 1.490805151587558733e-02
3.420000000000000000e+02 2.615666666666666695e-01 1.285392287721275235e-02
3.430000000000000000e+02 2.903000000000000025e-01 1.580379701211074087e-02
3.440000000000000000e+02 2.194333333333333413e-01 1.075189905706584910e-02
3.450000000000000000e+02 2.131666666666666432e-01 1.010412457035903509e-02
3.460000000000000000e+02 2.036333333333333329e-01 1.030550014959648840e-02
3.470000000000000000e+02 2.190333333333333299e-01 4.012484683252176554e-02
3.480000000000000000e+02 1.916666666666666519e-01 1.210716041577599572e-02
3.490000000000000000e+02 2.737333333333333285e-01 1.345820691375093810e-02
3.500000000000000000e+02 1.975000000000000089e-01 8.292767933567174454e-03
3.510000000000000000e+02 2.591666666666667118e-01 9.682114094211737715e-03
3.520000000000000000e+02 1.978333333333333333e-01 1.815277756524696223e-02
3.530000000000000000e+02 2.737999999999999878e-01 1.990753626142624869e-02
3.540000000000000000e+02 1.967333333333333434e-01 1.848576028550985573e-02
3.550000000000000000e+02 1.823000000000000176e-01 1.907878402833891249e-02
3.560000000000000000e+02 1.947000000000000119e-01 1.228454313354795241e-02
3.570000000000000000e+02 2.214000000000000135e-01 2.132768154300883345e-02
3.580000000000000000e+02 2.250666666666666649e-01 2.105714447244291798e-02
3.590000000000000000e+02 2.435666666666666258e-01 1.968154804209600386e-02
3.600000000000000000e+02 2.817333333333333356e-01 2.600967768607164582e-02
3.610000000000000000e+02 2.850999999999999646e-01 3.152903423830168833e-02
3.620000000000000000e+02 3.420000000000000262e-01 1.460410901082293510e-02
3.630000000000000000e+02 3.678000000000000713e-01 5.960645938151333534e-02
3.640000000000000000e+02 4.089333333333333709e-01 6.672108612225471913e-02
3.650000000000000000e+02 4.764666666666666495e-01 8.440955712082214013e-02
3.660000000000000000e+02 5.114333333333332954e-01 1.124384868865342807e-01
3.670000000000000000e+02 5.201000000000000068e-01 1.316249596391201315e-01
3.680000000000000000e+02 6.148666666666666725e-01 1.427397748818924617e-01
3.690000000000000000e+02 4.999666666666666703e-01 3.894641618086741586e-02
3.700000000000000000e+02 5.123666666666667480e-01 6.114493710302867230e-02
